month,region,product,channel,revenue,transactions,avg_ticket,ad_spend
2024-07,Wales,Personal Current Account,Branch,123305.92,2474,53.1,12657.27
2024-07,Wales,Personal Current Account,Mobile App,122690.66,1792,64.72,12596.32
2024-07,Wales,Personal Current Account,Online,143699.28,2379,49.6,7794.86
2024-07,Wales,Personal Current Account,Telephone,94316.09,1483,61.28,7912.37
2024-07,Wales,Savings Account,Branch,85612.17,1396,54.35,9591.21
2024-07,Wales,Savings Account,Mobile App,82469.6,1478,83.54,8020.73
2024-07,Wales,Savings Account,Online,93629.09,1706,67.19,9827.78
2024-07,Wales,Savings Account,Telephone,60670.93,1060,61.27,3389.9
2024-07,Wales,Mortgage,Branch,258254.73,3666,53.14,30410.48
2024-07,Wales,Mortgage,Mobile App,258334.76,4310,84.41,27058.41
2024-07,Wales,Mortgage,Online,255270.78,3838,61.95,29050.96
2024-07,Wales,Mortgage,Telephone,176918.1,2805,45.04,14600.28
2024-07,Wales,Credit Card,Branch,60286.4,771,56.57,7116.55
2024-07,Wales,Credit Card,Mobile App,62128.96,1379,82.34,5203.49
2024-07,Wales,Credit Card,Online,70638.45,1025,78.58,5411.66
2024-07,Wales,Credit Card,Telephone,44510.17,753,70.29,4048.7
2024-07,Wales,Business Loan,Branch,185281.29,2832,46.82,18851.04
2024-07,Wales,Business Loan,Mobile App,183677.71,2720,57.03,14266.49
2024-07,Wales,Business Loan,Online,214387.81,4294,50.59,19070.55
2024-07,Wales,Business Loan,Telephone,142143.18,2530,62.28,13181.1
2024-08,North,Personal Current Account,Branch,182669.65,2193,57.73,17855.42
2024-08,North,Personal Current Account,Mobile App,189430.4,3226,55.45,19452.34
2024-08,North,Personal Current Account,Online,203353.81,3222,54.84,24160.78
2024-08,North,Personal Current Account,Telephone,137093.94,2336,63.39,12607.98
2024-08,North,Savings Account,Branch,133794.04,2931,72.67,12744.02
2024-08,North,Savings Account,Mobile App,132123.75,2930,64.06,14943.35
2024-08,North,Savings Account,Online,131395.12,1827,61.53,14804.13
2024-08,North,Savings Account,Telephone,95466.69,1305,75.5,8369.49
2024-08,North,Mortgage,Branch,377620.73,4936,70.96,20930.24
2024-08,North,Mortgage,Mobile App,348950.91,7546,78.28,33852.75
2024-08,North,Mortgage,Online,417489.63,5807,59.12,44627.42
2024-08,North,Mortgage,Telephone,286078.91,3663,59.32,17852.2
2024-08,North,Credit Card,Branch,89826.99,1186,72.88,4544.37
2024-08,North,Credit Card,Mobile App,90598.35,1426,82.45,7349.38
2024-08,North,Credit Card,Online,108181.44,2008,45.79,7538.02
2024-08,North,Credit Card,Telephone,70052.59,855,59.31,3943.8
2024-08,North,Business Loan,Branch,288373.96,4147,57.13,28908.53
2024-08,North,Business Loan,Mobile App,285993.89,5260,64.75,21566.78
2024-08,North,Business Loan,Online,316723.54,5632,81.18,31510.12
2024-08,North,Business Loan,Telephone,196869.06,3689,52.84,21159.22
2024-08,South,Personal Current Account,Branch,222704.57,3660,79.8,20007.15
2024-08,South,Personal Current Account,Mobile App,223749.99,3455,67.07,21522.22
2024-08,South,Personal Current Account,Online,234082.26,3461,72.3,20964.36
2024-08,South,Personal Current Account,Telephone,157226.1,3302,50.13,8577.23
2024-08,South,Savings Account,Branch,133772.69,2415,67.8,8823.32
2024-08,South,Savings Account,Mobile App,145431.25,2206,76.29,9224.65
2024-08,South,Savings Account,Online,161103.96,2233,84.68,15870.19
2024-08,South,Savings Account,Telephone,104738.8,1579,55.12,9343.55
2024-08,South,Mortgage,Branch,434317.37,6876,82.52,41202.66
2024-08,South,Mortgage,Mobile App,410070.97,4957,47.07,47450.6
2024-08,South,Mortgage,Online,469749.63,7539,84.8,32498.45
2024-08,South,Mortgage,Telephone,293759.11,4068,63.66,22120.95
2024-08,South,Credit Card,Branch,106774.31,1416,80.35,7017.03
2024-08,South,Credit Card,Mobile App,106129.64,1891,61.8,8641.11
2024-08,South,Credit Card,Online,119189.58,2636,52.78,6642.03
2024-08,South,Credit Card,Telephone,77585.99,1143,46.01,7884.37
2024-08,South,Business Loan,Branch,318938.86,3791,61.95,17608.88
2024-08,South,Business Loan,Mobile App,331219.05,6022,51.58,23767.09
2024-08,South,Business Loan,Online,348183.87,4971,48.87,29107.35
2024-08,South,Business Loan,Telephone,221067.85,2859,68.7,20745.18
2024-08,East,Personal Current Account,Branch,173818.8,2977,55.02,10003.07
2024-08,East,Personal Current Account,Mobile App,171426.69,3143,58.63,9224.52
2024-08,East,Personal Current Account,Online,170268.97,2918,76.76,19759.43
2024-08,East,Personal Current Account,Telephone,123002.32,1617,69.78,12729.13
2024-08,East,Savings Account,Branch,106121.11,1515,68.16,5941.45
2024-08,East,Savings Account,Mobile App,109441.43,2307,46.33,7872.07
2024-08,East,Savings Account,Online,121108.75,1534,47.6,7136.64
2024-08,East,Savings Account,Telephone,79051.77,966,62.68,5620.82
2024-08,East,Mortgage,Branch,305972.12,4368,47.63,29810.71
2024-08,East,Mortgage,Mobile App,307150.01,4559,56.8,23558.98
2024-08,East,Mortgage,Online,336330.38,6887,75.08,22304.7
2024-08,East,Mortgage,Telephone,225005.74,3261,71.39,11417.34
2024-08,East,Credit Card,Branch,81006.74,1342,76.81,9040.0
2024-08,East,Credit Card,Mobile App,78899.5,1130,58.58,9123.22
2024-08,East,Credit Card,Online,92224.25,1208,63.16,6729.93
2024-08,East,Credit Card,Telephone,63410.47,1203,49.11,5812.35
2024-08,East,Business Loan,Branch,238021.22,4989,76.58,15126.97
2024-08,East,Business Loan,Mobile App,246008.48,3621,70.49,16713.82
2024-08,East,Business Loan,Online,274708.11,4442,73.98,22285.34
2024-08,East,Business Loan,Telephone,182939.92,3342,76.88,9921.63
2024-08,West,Personal Current Account,Branch,154367.58,2686,62.43,18089.09
2024-08,West,Personal Current Account,Mobile App,158471.95,2108,57.45,17743.4
2024-08,West,Personal Current Account,Online,173381.22,2280,50.9,12415.35
2024-08,West,Personal Current Account,Telephone,107785.96,1835,59.75,5450.28
2024-08,West,Savings Account,Branch,106167.02,1550,72.13,5734.32
2024-08,West,Savings Account,Mobile App,106241.44,1627,78.41,11698.16
2024-08,West,Savings Account,Online,109937.73,1776,52.82,7038.88
2024-08,West,Savings Account,Telephone,75714.72,930,76.41,5595.97
2024-08,West,Mortgage,Branch,307429.45,4286,72.79,36502.52
2024-08,West,Mortgage,Mobile App,296744.51,4301,58.25,26852.04
2024-08,West,Mortgage,Online,344945.5,4129,69.64,27357.17
2024-08,West,Mortgage,Telephone,241349.36,4687,63.17,25400.43
2024-08,West,Credit Card,Branch,74530.73,1596,53.78,3745.82
2024-08,West,Credit Card,Mobile App,72699.14,1348,54.21,6810.05
2024-08,West,Credit Card,Online,86083.59,1577,74.38,10044.33
2024-08,West,Credit Card,Telephone,58336.5,1001,74.6,3755.25
2024-08,West,Business Loan,Branch,228718.18,4367,84.6,17244.71
2024-08,West,Business Loan,Mobile App,244269.41,5094,46.2,14183.08
2024-08,West,Business Loan,Online,241488.19,4264,52.78,21974.95
2024-08,West,Business Loan,Telephone,174814.62,2311,46.76,9103.99
2024-08,Scotland,Personal Current Account,Branch,141827.53,2680,51.97,15881.39
2024-08,Scotland,Personal Current Account,Mobile App,155346.46,2106,58.59,13797.15
2024-08,Scotland,Personal Current Account,Online,173453.9,3326,45.86,18906.77
2024-08,Scotland,Personal Current Account,Telephone,103815.64,1274,45.84,10113.89
2024-08,Scotland,Savings Account,Branch,94769.92,1575,76.5,5474.65
2024-08,Scotland,Savings Account,Mobile App,100231.76,1215,57.2,6696.53
2024-08,Scotland,Savings Account,Online,105441.53,1362,71.44,12218.7
2024-08,Scotland,Savings Account,Telephone,71270.31,847,84.91,7962.07
2024-08,Scotland,Mortgage,Branch,282912.02,3530,47.62,17005.91
2024-08,Scotland,Mortgage,Mobile App,260923.09,3183,76.8,16547.14
2024-08,Scotland,Mortgage,Online,312202.1,5192,59.97,28712.74
2024-08,Scotland,Mortgage,Telephone,202504.57,2408,54.78,10780.06
2024-08,Scotland,Credit Card,Branch,71241.49,1022,52.56,6232.4
2024-08,Scotland,Credit Card,Mobile App,76871.64,1003,58.11,4130.17
2024-08,Scotland,Credit Card,Online,76287.84,993,79.91,8361.54
2024-08,Scotland,Credit Card,Telephone,55291.89,660,80.43,3574.43
2024-08,Scotland,Business Loan,Branch,215592.16,4467,63.83,20792.82
2024-08,Scotland,Business Loan,Mobile App,215585.21,4529,65.34,22117.22
2024-08,Scotland,Business Loan,Online,248593.39,3511,65.37,21105.86
2024-08,Scotland,Business Loan,Telephone,162835.17,2561,57.87,12403.4
2024-08,Wales,Personal Current Account,Branch,131177.24,1802,73.63,11102.24
2024-08,Wales,Personal Current Account,Mobile App,133216.79,2390,61.04,15251.05
2024-08,Wales,Personal Current Account,Online,139871.48,2046,46.46,9142.96
2024-08,Wales,Personal Current Account,Telephone,92185.75,1735,79.53,7164.03
2024-08,Wales,Savings Account,Branch,81788.79,1428,80.55,7360.66
2024-08,Wales,Savings Account,Mobile App,82677.1,1003,59.96,7320.12
2024-08,Wales,Savings Account,Online,105647.58,2097,48.36,8569.64
2024-08,Wales,Savings Account,Telephone,66136.59,1119,68.36,5460.75
2024-08,Wales,Mortgage,Branch,235898.03,3377,62.04,19515.51
2024-08,Wales,Mortgage,Mobile App,236183.48,3849,77.18,17050.42
2024-08,Wales,Mortgage,Online,280937.57,4659,52.18,18644.51
2024-08,Wales,Mortgage,Telephone,187772.4,2651,59.36,10471.93
2024-08,Wales,Credit Card,Branch,65532.89,832,65.51,6229.28
2024-08,Wales,Credit Card,Mobile App,63471.04,830,82.06,3610.78
2024-08,Wales,Credit Card,Online,70519.34,1473,46.53,4514.75
2024-08,Wales,Credit Card,Telephone,47869.69,905,58.17,3407.85
2024-08,Wales,Business Loan,Branch,193035.95,2486,72.34,13360.5
2024-08,Wales,Business Loan,Mobile App,175297.48,2393,84.92,21016.13
2024-08,Wales,Business Loan,Online,210670.55,2805,74.59,23988.38
2024-08,Wales,Business Loan,Telephone,136922.53,3019,56.98,14727.61
2024-09,North,Personal Current Account,Branch,189418.29,2481,61.15,14850.98
2024-09,North,Personal Current Account,Mobile App,211669.3,3103,71.21,17577.08
2024-09,North,Personal Current Account,Online,210955.98,3220,75.45,12752.22
2024-09,North,Personal Current Account,Telephone,136861.79,2247,54.08,14020.07
2024-09,North,Savings Account,Branch,130023.76,2032,65.63,13654.86
2024-09,North,Savings Account,Mobile App,128493.91,1706,73.9,10574.8
2024-09,North,Savings Account,Online,140929.0,1837,57.52,8899.56
2024-09,North,Savings Account,Telephone,94642.92,1248,72.92,6120.65
2024-09,North,Mortgage,Branch,395837.23,6283,67.34,30174.28
2024-09,North,Mortgage,Mobile App,351043.02,5154,50.13,40733.2
2024-09,North,Mortgage,Online,411908.63,9075,77.42,44651.28
2024-09,North,Mortgage,Telephone,259513.61,4429,61.77,25433.22
2024-09,North,Credit Card,Branch,96139.84,1572,76.15,8424.95
2024-09,North,Credit Card,Mobile App,91070.71,1569,45.93,9560.15
2024-09,North,Credit Card,Online,102214.59,1248,51.15,11926.87
2024-09,North,Credit Card,Telephone,68482.01,1176,70.19,6314.74
2024-09,North,Business Loan,Branch,293163.07,4229,79.68,34772.67
2024-09,North,Business Loan,Mobile App,294055.23,5530,60.63,25704.64
2024-09,North,Business Loan,Online,296310.92,5640,49.35,26628.29
2024-09,North,Business Loan,Telephone,208356.83,3304,80.79,11777.77
2024-09,South,Personal Current Account,Branch,207683.09,4223,67.12,10850.22
2024-09,South,Personal Current Account,Mobile App,204058.15,2812,64.54,12869.63
2024-09,South,Personal Current Account,Online,234199.19,4901,83.52,16362.85
2024-09,South,Personal Current Account,Telephone,155556.56,2863,71.38,8539.83
2024-09,South,Savings Account,Branch,156332.28,3305,65.74,9696.95
2024-09,South,Savings Account,Mobile App,145730.86,1835,61.43,8888.49
2024-09,South,Savings Account,Online,148821.01,3010,66.46,12423.22
2024-09,South,Savings Account,Telephone,102627.95,2149,83.2,11350.55
2024-09,South,Mortgage,Branch,432605.5,8618,53.23,34718.34
2024-09,South,Mortgage,Mobile App,452715.6,6168,63.99,41767.39
2024-09,South,Mortgage,Online,430232.56,5210,68.5,36644.31
2024-09,South,Mortgage,Telephone,283220.93,3912,56.02,14308.61
2024-09,South,Credit Card,Branch,114873.38,2265,47.56,8953.99
2024-09,South,Credit Card,Mobile App,109111.87,1411,66.03,12408.33
2024-09,South,Credit Card,Online,114022.32,1422,63.41,10299.56
2024-09,South,Credit Card,Telephone,80434.08,1079,56.52,8982.04
2024-09,South,Business Loan,Branch,286821.54,4534,73.01,28629.19
2024-09,South,Business Loan,Mobile App,322356.02,5665,69.52,34395.04
2024-09,South,Business Loan,Online,359021.87,6903,54.97,40568.58
2024-09,South,Business Loan,Telephone,244984.35,3295,63.31,27869.01
2024-09,East,Personal Current Account,Branch,155861.7,2977,67.74,12086.86
2024-09,East,Personal Current Account,Mobile App,163864.73,1978,54.59,18178.79
2024-09,East,Personal Current Account,Online,172903.6,3090,70.12,12177.99
2024-09,East,Personal Current Account,Telephone,120922.78,1480,72.92,12161.04
2024-09,East,Savings Account,Branch,104421.36,1944,64.74,12474.94
2024-09,East,Savings Account,Mobile App,107092.8,1595,84.81,5928.37
2024-09,East,Savings Account,Online,114932.04,2335,75.66,8369.46
2024-09,East,Savings Account,Telephone,81878.43,1298,55.11,6994.43
2024-09,East,Mortgage,Branch,326721.53,5146,47.93,32219.32
2024-09,East,Mortgage,Mobile App,314557.47,4194,60.25,32153.13
2024-09,East,Mortgage,Online,349658.99,4413,60.87,17745.76
2024-09,East,Mortgage,Telephone,219263.61,4421,81.69,15983.82
2024-09,East,Credit Card,Branch,80251.35,1070,64.39,4395.9
2024-09,East,Credit Card,Mobile App,81488.53,1217,54.69,9493.52
2024-09,East,Credit Card,Online,99186.27,1959,77.82,10802.31
2024-09,East,Credit Card,Telephone,57187.95,1103,45.72,3261.78
2024-09,East,Business Loan,Branch,257946.34,4544,66.39,19954.59
2024-09,East,Business Loan,Mobile App,254725.02,5295,75.54,24814.5
2024-09,East,Business Loan,Online,272348.3,5325,59.32,17748.14
2024-09,East,Business Loan,Telephone,192180.41,4143,72.0,12517.03
2024-09,West,Personal Current Account,Branch,156190.68,2143,78.46,16682.07
2024-09,West,Personal Current Account,Mobile App,157118.27,2224,73.66,17721.48
2024-09,West,Personal Current Account,Online,169738.57,2799,57.33,9109.71
2024-09,West,Personal Current Account,Telephone,118950.11,2632,75.9,12334.89
2024-09,West,Savings Account,Branch,107099.91,1303,59.99,7143.33
2024-09,West,Savings Account,Mobile App,100558.71,2066,61.87,11991.66
2024-09,West,Savings Account,Online,107415.89,1836,52.69,10400.7
2024-09,West,Savings Account,Telephone,74986.19,1393,80.29,7932.39
2024-09,West,Mortgage,Branch,289673.54,3703,51.72,17870.92
2024-09,West,Mortgage,Mobile App,300060.61,4868,49.31,21874.39
2024-09,West,Mortgage,Online,347121.31,5143,52.58,22388.75
2024-09,West,Mortgage,Telephone,216466.6,3246,82.56,12653.83
2024-09,West,Credit Card,Branch,76818.19,1434,59.26,4774.52
2024-09,West,Credit Card,Mobile App,77534.53,1269,57.65,5989.0
2024-09,West,Credit Card,Online,87936.36,1388,47.64,9414.11
2024-09,West,Credit Card,Telephone,51604.05,726,59.76,2823.42
2024-09,West,Business Loan,Branch,225247.73,4191,57.06,20704.96
2024-09,West,Business Loan,Mobile App,234026.26,2775,49.07,20484.95
2024-09,West,Business Loan,Online,267398.01,3159,79.02,16579.25
2024-09,West,Business Loan,Telephone,166753.1,2000,68.99,19793.44
2024-09,Scotland,Personal Current Account,Branch,134439.72,1845,72.12,15872.72
2024-09,Scotland,Personal Current Account,Mobile App,149736.97,2058,58.28,14146.36
2024-09,Scotland,Personal Current Account,Online,156567.16,1948,57.72,17161.14
2024-09,Scotland,Personal Current Account,Telephone,102003.47,1586,58.4,9445.25
2024-09,Scotland,Savings Account,Branch,94480.04,1381,60.29,8960.62
2024-09,Scotland,Savings Account,Mobile App,96691.02,1780,68.5,11524.28
2024-09,Scotland,Savings Account,Online,104509.27,1924,69.65,11785.99
2024-09,Scotland,Savings Account,Telephone,65100.9,1135,74.52,6705.86
2024-09,Scotland,Mortgage,Branch,292766.33,4194,47.4,22313.67
2024-09,Scotland,Mortgage,Mobile App,298600.82,5251,51.07,19202.11
2024-09,Scotland,Mortgage,Online,320515.77,6890,81.94,29444.27
2024-09,Scotland,Mortgage,Telephone,198773.08,2399,74.57,14512.08
2024-09,Scotland,Credit Card,Branch,72089.26,1284,70.74,7442.1
2024-09,Scotland,Credit Card,Mobile App,73038.44,1109,84.1,6965.18
2024-09,Scotland,Credit Card,Online,82248.93,1454,45.95,8988.61
2024-09,Scotland,Credit Card,Telephone,54981.59,943,54.69,4824.73
2024-09,Scotland,Business Loan,Branch,211622.27,2604,71.6,14259.88
2024-09,Scotland,Business Loan,Mobile App,219891.35,3033,73.78,20354.12
2024-09,Scotland,Business Loan,Online,245382.73,4072,57.87,19867.48
2024-09,Scotland,Business Loan,Telephone,170005.11,3757,79.79,9333.1
2024-09,Wales,Personal Current Account,Branch,131864.12,2502,70.37,7899.62
2024-09,Wales,Personal Current Account,Mobile App,132994.17,2501,48.67,12166.86
2024-09,Wales,Personal Current Account,Online,142225.3,1817,82.27,9463.91
2024-09,Wales,Personal Current Account,Telephone,99831.54,2074,74.0,7168.14
2024-09,Wales,Savings Account,Branch,86901.39,1176,54.8,5418.34
2024-09,Wales,Savings Account,Mobile App,82989.58,1510,56.41,6753.61
2024-09,Wales,Savings Account,Online,99804.74,1417,55.87,10448.58
2024-09,Wales,Savings Account,Telephone,64758.72,1343,83.9,5043.22
2024-09,Wales,Mortgage,Branch,244955.64,4737,62.66,20911.98
2024-09,Wales,Mortgage,Mobile App,245879.38,3304,75.41,26400.63
2024-09,Wales,Mortgage,Online,278894.75,3634,45.79,21391.05
2024-09,Wales,Mortgage,Telephone,187154.41,2364,75.35,21430.54
2024-09,Wales,Credit Card,Branch,64631.05,939,51.11,6519.04
2024-09,Wales,Credit Card,Mobile App,65265.21,1180,63.55,5335.58
2024-09,Wales,Credit Card,Online,75694.38,1261,69.24,4165.9
2024-09,Wales,Credit Card,Telephone,49275.22,976,63.77,2997.45
2024-09,Wales,Business Loan,Branch,193841.94,3686,45.51,16486.06
2024-09,Wales,Business Loan,Mobile App,200669.01,2711,64.66,23036.48
2024-09,Wales,Business Loan,Online,203843.38,2467,83.82,15516.59
2024-09,Wales,Business Loan,Telephone,144006.25,2229,70.64,13130.72
2024-10,North,Personal Current Account,Branch,201713.22,3287,46.55,23098.63
2024-10,North,Personal Current Account,Mobile App,188422.15,3119,67.62,11982.89
2024-10,North,Personal Current Account,Online,200851.08,3216,55.21,22880.16
2024-10,North,Personal Current Account,Telephone,134984.82,1826,65.38,11366.2
2024-10,North,Savings Account,Branch,119934.4,1653,72.86,11461.34
2024-10,North,Savings Account,Mobile App,122742.2,1495,74.43,8219.39
2024-10,North,Savings Account,Online,136545.9,2944,77.53,12858.08
2024-10,North,Savings Account,Telephone,87205.02,1210,72.9,8299.59
2024-10,North,Mortgage,Branch,365978.5,6599,63.22,35746.82
2024-10,North,Mortgage,Mobile App,382939.27,6940,69.09,44660.09
2024-10,North,Mortgage,Online,389571.58,4952,45.49,40503.0
2024-10,North,Mortgage,Telephone,285877.88,4039,81.68,22251.79
2024-10,North,Credit Card,Branch,95971.6,1402,81.04,8282.12
2024-10,North,Credit Card,Mobile App,98957.86,1883,61.92,10695.61
2024-10,North,Credit Card,Online,101214.72,1836,57.09,11916.8
2024-10,North,Credit Card,Telephone,71668.74,1004,60.31,5128.51
2024-10,North,Business Loan,Branch,269826.43,4389,80.06,27235.1
2024-10,North,Business Loan,Mobile App,295273.09,6081,70.45,30817.17
2024-10,North,Business Loan,Online,313993.52,5342,50.71,32156.42
2024-10,North,Business Loan,Telephone,212500.84,2585,60.92,15208.05
2024-10,South,Personal Current Account,Branch,203698.67,2411,77.66,10207.44
2024-10,South,Personal Current Account,Mobile App,208266.6,4357,72.85,18066.57
2024-10,South,Personal Current Account,Online,241893.81,3398,74.32,14983.97
2024-10,South,Personal Current Account,Telephone,151525.41,2526,73.16,9676.63
2024-10,South,Savings Account,Branch,145140.28,2776,82.94,11835.65
2024-10,South,Savings Account,Mobile App,136125.29,1754,52.43,7368.29
2024-10,South,Savings Account,Online,162843.5,3113,75.37,11098.54
2024-10,South,Savings Account,Telephone,99823.4,1231,61.35,9371.28
2024-10,South,Mortgage,Branch,424806.99,6070,79.73,26180.36
2024-10,South,Mortgage,Mobile App,430510.6,7589,60.11,29865.96
2024-10,South,Mortgage,Online,446571.82,7609,68.43,37267.67
2024-10,South,Mortgage,Telephone,313379.83,4357,49.03,17008.36
2024-10,South,Credit Card,Branch,107988.39,1438,45.29,9802.23
2024-10,South,Credit Card,Mobile App,105672.2,1250,48.87,9147.35
2024-10,South,Credit Card,Online,113359.58,2502,69.12,13499.17
2024-10,South,Credit Card,Telephone,72567.73,961,82.29,6032.28
2024-10,South,Business Loan,Branch,325109.26,5559,62.18,24693.66
2024-10,South,Business Loan,Mobile App,303720.16,3767,84.98,32552.52
2024-10,South,Business Loan,Online,355726.5,4304,71.6,27209.7
2024-10,South,Business Loan,Telephone,233760.41,4943,59.24,17092.06
2024-10,East,Personal Current Account,Branch,166863.07,3404,63.28,16499.68
2024-10,East,Personal Current Account,Mobile App,162176.65,2191,80.52,9685.26
2024-10,East,Personal Current Account,Online,177183.91,2565,79.76,12325.4
2024-10,East,Personal Current Account,Telephone,123204.2,1688,77.6,9337.66
2024-10,East,Savings Account,Branch,109751.47,1573,71.36,9138.34
2024-10,East,Savings Account,Mobile App,110824.0,1801,52.52,13191.68
2024-10,East,Savings Account,Online,121946.85,1463,77.5,6239.3
2024-10,East,Savings Account,Telephone,74898.45,1260,46.83,7978.86
2024-10,East,Mortgage,Branch,325437.02,5608,62.77,30094.27
2024-10,East,Mortgage,Mobile App,327020.0,5360,69.5,18213.66
2024-10,East,Mortgage,Online,334927.02,5391,82.26,38569.9
2024-10,East,Mortgage,Telephone,230477.61,2728,79.28,26127.91
2024-10,East,Credit Card,Branch,81097.29,1090,56.75,5162.28
2024-10,East,Credit Card,Mobile App,81638.42,1609,65.8,7350.11
2024-10,East,Credit Card,Online,90973.89,1147,65.19,5362.94
2024-10,East,Credit Card,Telephone,63276.69,823,57.05,6145.07
2024-10,East,Business Loan,Branch,254218.98,3797,79.99,15701.5
2024-10,East,Business Loan,Mobile App,233315.17,3712,49.63,22488.07
2024-10,East,Business Loan,Online,276026.56,5052,53.47,28355.57
2024-10,East,Business Loan,Telephone,189094.4,2648,48.58,15211.23
2024-10,West,Personal Current Account,Branch,156281.19,2122,51.41,17976.67
2024-10,West,Personal Current Account,Mobile App,162306.77,2001,75.65,10619.14
2024-10,West,Personal Current Account,Online,183791.49,3323,64.05,20736.41
2024-10,West,Personal Current Account,Telephone,118043.55,2364,50.43,10319.13
2024-10,West,Savings Account,Branch,103623.16,1399,48.62,10199.1
2024-10,West,Savings Account,Mobile App,108014.19,1352,82.27,11194.98
2024-10,West,Savings Account,Online,114057.21,1652,70.76,8712.91
2024-10,West,Savings Account,Telephone,75672.28,1026,74.44,5805.24
2024-10,West,Mortgage,Branch,295043.57,4174,67.48,32434.1
2024-10,West,Mortgage,Mobile App,321311.05,4154,53.94,18667.62
2024-10,West,Mortgage,Online,319922.19,6595,48.57,32581.1
2024-10,West,Mortgage,Telephone,234015.48,2836,74.78,13602.72
2024-10,West,Credit Card,Branch,78488.58,1314,79.13,9166.27
2024-10,West,Credit Card,Mobile App,73407.6,1078,45.07,3988.38
2024-10,West,Credit Card,Online,86300.74,1299,78.88,10234.36
2024-10,West,Credit Card,Telephone,51937.14,898,59.6,5066.53
2024-10,West,Business Loan,Branch,236625.94,3078,65.79,21796.38
2024-10,West,Business Loan,Mobile App,241540.27,4482,60.81,21178.37
2024-10,West,Business Loan,Online,249104.42,3927,50.79,28896.68
2024-10,West,Business Loan,Telephone,170940.62,2177,64.99,14000.88
2024-10,Scotland,Personal Current Account,Branch,156711.47,2269,50.83,15134.34
2024-10,Scotland,Personal Current Account,Mobile App,143908.64,1867,73.12,13228.32
2024-10,Scotland,Personal Current Account,Online,153845.46,2682,84.61,9021.88
2024-10,Scotland,Personal Current Account,Telephone,113447.45,1336,73.26,9470.57
2024-10,Scotland,Savings Account,Branch,104506.99,1337,64.8,10376.48
2024-10,Scotland,Savings Account,Mobile App,97934.48,1630,84.25,7180.57
2024-10,Scotland,Savings Account,Online,111433.11,1426,53.42,11286.62
2024-10,Scotland,Savings Account,Telephone,75231.26,971,73.02,4038.39
2024-10,Scotland,Mortgage,Branch,274231.22,3444,52.16,23069.79
2024-10,Scotland,Mortgage,Mobile App,280055.87,4615,84.38,26926.68
2024-10,Scotland,Mortgage,Online,327754.78,4151,84.64,28959.1
2024-10,Scotland,Mortgage,Telephone,222286.17,3799,72.12,26523.63
2024-10,Scotland,Credit Card,Branch,74311.29,986,60.64,6461.3
2024-10,Scotland,Credit Card,Mobile App,70855.46,1258,72.86,4510.41
2024-10,Scotland,Credit Card,Online,86709.43,1094,60.75,5129.99
2024-10,Scotland,Credit Card,Telephone,52412.66,697,68.22,5574.35
2024-10,Scotland,Business Loan,Branch,215102.26,2723,73.38,17644.25
2024-10,Scotland,Business Loan,Mobile App,223336.95,4332,50.5,22047.13
2024-10,Scotland,Business Loan,Online,255955.55,4518,50.79,16706.1
2024-10,Scotland,Business Loan,Telephone,166137.65,2217,74.41,8413.09
2024-10,Wales,Personal Current Account,Branch,130378.26,1760,68.03,12709.57
2024-10,Wales,Personal Current Account,Mobile App,132001.69,1561,50.9,15381.88
2024-10,Wales,Personal Current Account,Online,141996.73,2287,78.67,16303.92
2024-10,Wales,Personal Current Account,Telephone,96609.77,1978,83.97,6045.29
2024-10,Wales,Savings Account,Branch,76848.9,1631,84.21,7339.6
2024-10,Wales,Savings Account,Mobile App,85374.92,1242,83.79,8015.69
2024-10,Wales,Savings Account,Online,95412.2,1560,46.36,6379.25
2024-10,Wales,Savings Account,Telephone,60099.44,931,72.52,7020.75
2024-10,Wales,Mortgage,Branch,253228.58,3560,60.01,24924.18
2024-10,Wales,Mortgage,Mobile App,249938.93,3253,71.34,26103.91
2024-10,Wales,Mortgage,Online,294979.12,3705,71.01,20431.76
2024-10,Wales,Mortgage,Telephone,195311.69,2745,59.69,11406.21
2024-10,Wales,Credit Card,Branch,62930.21,1302,64.57,6092.62
2024-10,Wales,Credit Card,Mobile App,64409.03,984,45.92,5803.82
2024-10,Wales,Credit Card,Online,70665.36,1040,55.95,7220.24
2024-10,Wales,Credit Card,Telephone,46396.36,604,52.24,3892.35
2024-10,Wales,Business Loan,Branch,193875.72,2738,62.35,17448.74
2024-10,Wales,Business Loan,Mobile App,188503.6,3848,47.54,21418.09
2024-10,Wales,Business Loan,Online,203009.12,2643,52.4,21701.83
2024-10,Wales,Business Loan,Telephone,145280.77,3172,67.24,12719.21
2024-11,North,Personal Current Account,Branch,192836.58,2488,64.54,16646.25
2024-11,North,Personal Current Account,Mobile App,184922.78,2703,73.55,19473.24
2024-11,North,Personal Current Account,Online,215345.78,4310,75.12,25324.16
2024-11,North,Personal Current Account,Telephone,135098.53,1669,52.23,12420.58
2024-11,North,Savings Account,Branch,126669.88,2426,67.19,13431.56
2024-11,North,Savings Account,Mobile App,131559.82,2635,50.15,8477.2
2024-11,North,Savings Account,Online,138413.65,2690,67.5,15170.34
2024-11,North,Savings Account,Telephone,94080.72,2027,84.2,8037.35
2024-11,North,Mortgage,Branch,358194.63,6015,66.78,28517.16
2024-11,North,Mortgage,Mobile App,368605.31,4451,45.0,26186.46
2024-11,North,Mortgage,Online,400921.25,4839,65.78,42014.99
